time,gFx,gFy,gFz,acc
56:43.9,-0.118,-0.013,-1.069,1.076
56:43.9,-0.085,-0.015,-1.117,1.12
56:43.9,-0.04,-0.016,-1.096,1.097
56:44.0,-0.006,-0.032,-1.052,1.053
56:44.0,0.014,-0.042,-1.004,1.005
56:44.0,0.021,-0.046,-0.982,0.983
56:44.0,0.01,-0.056,-0.961,0.963
56:44.0,-0.065,-0.074,-0.927,0.932
56:44.0,-0.065,-0.074,-0.927,0.932
56:44.0,-0.098,-0.075,-0.927,0.935
56:44.0,-0.064,-0.09,-0.906,0.913
56:44.0,-0.006,-0.107,-0.861,0.868
56:44.0,0.034,-0.122,-0.829,0.839
56:44.1,0.048,-0.132,-0.831,0.843
56:44.1,0.032,-0.119,-0.868,0.877
56:44.1,0.014,-0.091,-0.938,0.943
56:44.1,0.011,-0.071,-1.005,1.008
56:44.1,0.031,-0.058,-1.058,1.06
56:44.1,0.031,-0.058,-1.058,1.06
56:44.1,0.031,-0.058,-1.058,1.06
56:44.1,0.037,-0.061,-1.052,1.054
56:44.1,0.044,-0.069,-1.033,1.036
56:44.1,0.048,-0.072,-1.022,1.026
56:44.2,0.044,-0.066,-1.018,1.021
56:44.2,0.043,-0.06,-1.018,1.021
56:44.2,0.045,-0.06,-1.029,1.032
56:44.2,0.03,-0.085,-1.023,1.027
56:44.2,0.03,-0.085,-1.023,1.027
56:44.2,0.03,-0.085,-1.023,1.027
56:44.2,0.018,-0.097,-1.011,1.016
56:44.2,0.005,-0.105,-1.003,1.008
56:44.2,-0.022,-0.101,-0.995,1
56:44.2,-0.04,-0.087,-1,1.005
56:44.3,-0.047,-0.085,-1.023,1.028
56:44.3,-0.046,-0.1,-1.035,1.041
56:44.3,-0.05,-0.125,-1.05,1.059
56:44.3,-0.257,-0.122,-1.216,1.249
56:44.3,-0.257,-0.122,-1.216,1.249
56:44.3,-0.257,-0.122,-1.216,1.249
56:44.3,-0.379,-0.013,-1.366,1.418
56:44.3,-0.479,0.103,-1.532,1.608
56:44.3,-0.535,0.136,-1.651,1.741
56:44.3,-0.56,0.053,-1.654,1.747
56:44.4,-0.551,-0.14,-1.587,1.686
56:44.4,-0.484,-0.253,-1.472,1.57
56:44.4,-0.406,-0.301,-1.3,1.395
56:44.4,-0.424,-0.376,-0.548,0.788
56:44.4,-0.424,-0.376,-0.548,0.788
56:44.4,-0.424,-0.376,-0.548,0.788
56:44.4,-0.414,-0.44,-0.457,0.758
56:44.4,-0.41,-0.57,-0.412,0.814
56:44.4,-0.458,-0.691,-0.47,0.953
56:44.4,-0.507,-0.673,-0.618,1.045
56:44.5,-0.581,-0.52,-0.691,1.042
56:44.5,-0.69,-0.36,-0.674,1.03
56:44.5,-0.773,-0.267,-0.639,1.038
56:44.5,-0.857,-0.102,-0.441,0.969
56:44.5,-0.857,-0.102,-0.441,0.969
56:44.5,-0.857,-0.102,-0.441,0.969
56:44.5,-0.894,-0.079,-0.464,1.01
56:44.5,-0.886,-0.084,-0.598,1.072
56:44.5,-0.865,-0.115,-0.778,1.169
56:44.5,-0.878,-0.08,-0.826,1.208
56:44.6,-0.823,-0.035,-0.954,1.26
56:44.6,-0.703,0.068,-0.999,1.223
56:44.6,-0.607,0.147,-0.927,1.118
56:44.6,-0.172,0.107,-0.898,0.921
56:44.6,-0.172,0.107,-0.898,0.921
56:44.6,-0.172,0.107,-0.898,0.921
56:44.6,-0.149,0.026,-0.921,0.933
56:44.6,-0.127,-0.031,-0.912,0.921
56:44.6,-0.119,-0.089,-0.941,0.953
56:44.6,-0.093,-0.125,-0.963,0.976
56:44.7,-0.01,-0.159,-0.968,0.981
56:44.7,0.084,-0.221,-0.983,1.011
56:44.7,0.19,-0.288,-1.015,1.072
56:44.7,0.49,-0.522,-0.805,1.077
56:44.7,0.49,-0.522,-0.805,1.077
56:44.7,0.49,-0.522,-0.805,1.077
56:44.7,0.49,-0.522,-0.805,1.077
56:44.7,0.483,-0.521,-0.748,1.032
56:44.7,0.477,-0.515,-0.722,1.007
56:44.7,0.45,-0.528,-0.713,0.995
56:44.8,0.388,-0.513,-0.704,0.954
56:44.8,0.308,-0.46,-0.695,0.889
56:44.8,0.227,-0.436,-0.699,0.855
56:44.8,-0.319,-0.141,-0.692,0.775
56:44.8,-0.319,-0.141,-0.692,0.775
56:44.8,-0.319,-0.141,-0.692,0.775
56:44.8,-1.044,0.119,-0.674,1.248
56:44.8,-1.524,0.136,-0.697,1.681
56:44.8,-1.717,0.076,-0.78,1.887
56:44.8,-1.695,0.061,-1.336,2.159
56:44.9,-1.535,0.155,-1.522,2.167
56:44.9,-1.249,0.134,-1.181,1.724
56:44.9,-0.76,-0.359,-0.749,1.126
